Town,FamilyType,TotalHouseholds,total_pop,NonResSum,NonResSumPopulation,IsSingleOnly,NonResHouseholds_Init,NonResHouseholds_Adjusted,NonResHouseholds,Discrepancy
博多駅中央街,非親族を含む世帯,1,2,0,0,True,0.0,-0.0,0.0,0.0
博多駅中央街,単独世帯,58,58,0,0,True,0.0,0.0,0.0,0.0
博多駅前１丁目,夫婦のみの世帯,31,62,34,38,False,1.3868421052631579,-0.9407231801076288,-47.148041441905875,-47.320630709779444
博多駅前１丁目,夫婦と子供から成る世帯,31,114,34,38,False,1.3868421052631579,-1.1662422623072384,-47.373560524105486,-47.320630709779444
博多駅前１丁目,その他の核家族世帯,23,52,34,38,False,1.0289473684210526,-0.7644306642796038,-47.329643662919956,-47.320630709779444
博多駅前１丁目,核家族以外の世帯,19,57,34,38,False,0.8500000000000001,-0.613537020117428,-47.35769738717883,-47.320630709779444
博多駅前１丁目,非親族を含む世帯,9,18,34,38,False,0.40263157894736845,-0.2853785652504086,-47.476907353364446,-47.320630709779444
博多駅前１丁目,単独世帯,647,647,34,38,False,28.944736842105264,3.496782034780347,-15.152641490175796,-47.320630709779444
博多駅前２丁目,夫婦のみの世帯,19,38,6,7,False,0.38383838383838387,-0.26036537520852093,0.20453200538405286,0.0
博多駅前２丁目,夫婦と子供から成る世帯,4,12,6,7,False,0.0808080808080808,-0.0679542383496062,0.09391283921266452,0.0
博多駅前２丁目,その他の核家族世帯,10,22,6,7,False,0.20202020202020202,-0.15008584692255,0.13299335185184194,0.0
博多駅前２丁目,核家族以外の世帯,4,12,6,7,False,0.0808080808080808,-0.05832794011811555,0.10353913744415519,0.0
博多駅前２丁目,非親族を含む世帯,1,2,6,7,False,0.0202020202020202,-0.014318855852004393,0.08694216110420573,0.0
博多駅前２丁目,単独世帯,259,259,6,7,False,5.232323232323233,0.6321112532049871,5.9454934822824095,0.0
博多駅前３丁目,夫婦のみの世帯,54,108,13,13,True,0.0,-0.0,310.67583825119306,309.1053224541374
博多駅前３丁目,夫婦と子供から成る世帯,18,66,13,13,True,0.0,-0.0,310.67583825119306,309.1053224541374
博多駅前３丁目,その他の核家族世帯,27,58,13,13,True,0.0,-0.0,310.67583825119306,309.1053224541374
博多駅前３丁目,核家族以外の世帯,14,46,13,13,True,0.0,-0.0,310.67583825119306,309.1053224541374
博多駅前３丁目,非親族を含む世帯,8,17,13,13,True,0.0,-0.0,310.67583825119306,309.1053224541374
博多駅前３丁目,単独世帯,1425,1425,13,13,True,13.0,1.5705157970556336,325.2463540482487,309.1053224541374
博多駅前４丁目,夫婦のみの世帯,240,480,22,24,False,1.5492957746478875,-1.0509188050484777,-143.74892099743906,-143.41829050745778
博多駅前４丁目,夫婦と子供から成る世帯,176,606,22,24,False,1.136150234741784,-0.9554270201759774,-144.06657475247266,-143.41829050745778
博多駅前４丁目,その他の核家族世帯,120,276,22,24,False,0.7746478873239437,-0.5755052369671021,-144.04815531668163,-143.41829050745778
博多駅前４丁目,核家族以外の世帯,59,160,22,24,False,0.380868544600939,-0.2749140610716727,-144.1413434835092,-143.41829050745778
博多駅前４丁目,非親族を含む世帯,31,69,22,24,False,0.20011737089201875,-0.14183986347060337,-144.18902045961704,-143.41829050745778
博多駅前４丁目,単独世帯,2782,2782,22,24,False,17.958920187793428,2.1695975271531465,-124.11878025209197,-143.41829050745778
博多駅南１丁目,夫婦のみの世帯,33,66,127,128,False,3.478008298755187,-2.359203700860279,551.0267547895955,544.7345563908698
博多駅南１丁目,夫婦と子供から成る世帯,35,118,127,128,False,3.6887966804979255,-3.1020334395161786,550.4947134326824,544.7345563908698
博多駅南１丁目,その他の核家族世帯,18,38,127,128,False,1.8970954356846474,-1.40939951703029,550.3956461103551,544.7345563908698
博多駅南１丁目,核家族以外の世帯,13,41,127,128,False,1.3701244813278008,-0.9889671664279946,550.2891075066004,544.7345563908698
博多駅南１丁目,非親族を含む世帯,12,24,127,128,False,1.2647302904564315,-0.8964197906751099,550.2762606914821,544.7345563908698
博多駅南１丁目,単独世帯,1094,1094,127,128,False,115.301244813278,13.929417415340927,679.1386124203202,544.7345563908698
博多駅南２丁目,夫婦のみの世帯,143,286,11,16,False,0.7876815222834251,-0.5343003819557933,-146.7941677178229,-146.2024480026439
博多駅南２丁目,夫婦と子供から成る世帯,181,647,11,16,False,0.9969954932398599,-0.8384071085911701,-146.88896047350184,-146.2024480026439
博多駅南２丁目,その他の核家族世帯,61,143,11,16,False,0.33600400600901353,-0.24962575676560028,-146.9611706089071,-146.2024480026439
博多駅南２丁目,核家族以外の世帯,42,130,11,16,False,0.2313470205307962,-0.16698819010530605,-146.98319002772502,-146.2024480026439
博多駅南２丁目,非親族を含む世帯,22,45,11,16,False,0.1211817726589885,-0.08589162456242397,-147.01225871005394,-146.2024480026439
博多駅南２丁目,単独世帯,1548,1548,11,16,False,8.526790185277918,1.0301122064736847,-137.49064646639883,-146.2024480026439
博多駅南３丁目,夫婦のみの世帯,196,392,27,32,False,1.7362204724409451,-1.1777136258007475,-233.2237148649856,-232.3525148322861
博多駅南３丁目,夫婦と子供から成る世帯,202,729,27,32,False,1.7893700787401576,-1.5047416002262335,-233.4975932331119,-232.3525148322861
博多駅南３丁目,その他の核家族世帯,108,249,27,32,False,0.9566929133858267,-0.7107510274440523,-233.536279825684,-232.3525148322861
博多駅南３丁目,核家族以外の世帯,63,168,27,32,False,0.5580708661417323,-0.4028201602670005,-233.62697100575105,-232.3525148322861
博多駅南３丁目,非親族を含む世帯,39,85,27,32,False,0.3454724409448819,-0.2448651190951283,-233.68161438977603,-232.3525148322861
博多駅南３丁目,単独世帯,2440,2440,27,32,False,21.614173228346456,2.611184653493467,-209.55686382978575,-232.3525148322861
博多駅南４丁目,夫婦のみの世帯,107,214,93,93,True,0.0,-0.0,738.5415986733158,727.3063702789948
博多駅南４丁目,夫婦と子供から成る世帯,121,423,93,93,True,0.0,-0.0,738.5415986733158,727.3063702789948
博多駅南４丁目,その他の核家族世帯,64,144,93,93,True,0.0,-0.0,738.5415986733158,727.3063702789948
博多駅南４丁目,核家族以外の世帯,27,91,93,93,True,0.0,-0.0,738.5415986733158,727.3063702789948
博多駅南４丁目,非親族を含む世帯,17,34,93,93,True,0.0,-0.0,738.5415986733158,727.3063702789948
博多駅南４丁目,単独世帯,723,723,93,93,True,93.0,11.235228394321073,842.7768270676363,727.3063702789948
博多駅南５丁目,夫婦のみの世帯,138,276,102,104,False,7.683406113537117,-5.211810490721656,-655.1433116184992,-648.3000726942162
博多駅南５丁目,夫婦と子供から成る世帯,162,574,102,104,False,9.019650655021834,-7.584928194214001,-656.1801847805068,-648.3000726942162
博多駅南５丁目,その他の核家族世帯,70,159,102,104,False,3.897379912663755,-2.895460746606815,-656.6129880752576,-648.3000726942162
博多駅南５丁目,核家族以外の世帯,53,183,102,104,False,2.950873362445415,-2.1299647641631236,-656.7939986430324,-648.3000726942162
博多駅南５丁目,非親族を含む世帯,21,44,102,104,False,1.1692139737991267,-0.8287194143734573,-657.2744126818889,-648.3000726942162
博多駅南５丁目,単独世帯,1388,1388,102,104,False,77.27947598253276,9.336049062980702,-570.9993821958017,-648.3000726942162
博多駅南６丁目,夫婦のみの世帯,107,214,15,15,True,0.0,-0.0,339.22509234563563,337.41295873364834
博多駅南６丁目,夫婦と子供から成る世帯,159,565,15,15,True,0.0,-0.0,339.22509234563563,337.41295873364834
博多駅南６丁目,その他の核家族世帯,35,84,15,15,True,0.0,-0.0,339.22509234563563,337.41295873364834
博多駅南６丁目,核家族以外の世帯,19,73,15,15,True,0.0,-0.0,339.22509234563563,337.41295873364834
博多駅南６丁目,非親族を含む世帯,12,24,15,15,True,0.0,-0.0,339.22509234563563,337.41295873364834
博多駅南６丁目,単独世帯,426,426,15,15,True,15.0,1.8121336119872697,356.0372259576231,337.41295873364834
博多駅東１丁目,夫婦のみの世帯,49,98,8,9,False,0.4857496902106567,-0.3294938851200769,-21.763572583984132,-21.793852363850142
博多駅東１丁目,夫婦と子供から成る世帯,28,95,8,9,False,0.27757125154894674,-0.2334190194611009,-21.875676156986863,-21.793852363850142
博多駅東１丁目,その他の核家族世帯,24,56,8,9,False,0.2379182156133829,-0.17675537659875035,-21.858665550060078,-21.793852363850142
博多駅東１丁目,核家族以外の世帯,12,30,8,9,False,0.11895910780669144,-0.08586566649358274,-21.8867349477616,-21.793852363850142
博多駅東１丁目,非親族を含む世帯,16,33,8,9,False,0.15861214374225527,-0.11242164891982631,-21.87363789425228,-21.793852363850142
博多駅東１丁目,単独世帯,678,678,8,9,False,6.721189591078067,0.8119795713687692,-14.386659226627927,-21.793852363850142
博多駅東２丁目,夫婦のみの世帯,20,40,1,1,True,0.0,-0.0,0.12080890746581807,0.0
博多駅東２丁目,夫婦と子供から成る世帯,21,67,1,1,True,0.0,-0.0,0.12080890746581807,0.0
博多駅東２丁目,その他の核家族世帯,15,34,1,1,True,0.0,-0.0,0.12080890746581807,0.0
博多駅東２丁目,核家族以外の世帯,3,8,1,1,True,0.0,-0.0,0.12080890746581807,0.0
博多駅東２丁目,非親族を含む世帯,6,12,1,1,True,0.0,-0.0,0.12080890746581807,0.0
博多駅東２丁目,単独世帯,334,334,1,1,True,1.0,0.12080890746581797,1.2416178149316361,0.0
博多駅東３丁目,夫婦のみの世帯,47,94,6,8,False,0.3003194888178914,-0.20371281164372754,0.16221040064625528,0.0
博多駅東３丁目,夫婦と子供から成る世帯,24,84,6,8,False,0.15335463258785942,-0.12896107852928462,0.08999727753066622,0.0
博多駅東３丁目,その他の核家族世帯,27,61,6,8,False,0.17252396166134185,-0.1281723542568614,0.10995533087657186,0.0
博多駅東３丁目,核家族以外の世帯,10,26,6,8,False,0.06389776357827476,-0.046121933479979546,0.08337955357038664,0.0
博多駅東３丁目,非親族を含む世帯,13,26,6,8,False,0.08306709265175719,-0.05887657342341743,0.08979424270043118,0.0
博多駅東３丁目,単独世帯,818,818,6,8,False,5.226837060702875,0.6314484748053617,5.923889258980329,0.0
古門戸町,夫婦のみの世帯,43,86,5,6,False,0.3282442748091603,-0.2226547614027066,-77.84076155368125,-77.49838353221938
古門戸町,夫婦と子供から成る世帯,57,209,5,6,False,0.4351145038167939,-0.365902449433996,-77.8771390127049,-77.49838353221938
古門戸町,その他の核家族世帯,31,66,5,6,False,0.2366412213740458,-0.17580666572721604,-77.88551651144087,-77.49838353221938
古門戸町,核家族以外の世帯,22,81,5,6,False,0.16793893129770993,-0.12121970761188518,-77.89963184340188,-77.49838353221938
古門戸町,非親族を含む世帯,4,8,5,6,False,0.030534351145038167,-0.021642240142724197,-77.9374589560854,-77.49838353221938
古門戸町,単独世帯,498,498,5,6,False,3.801526717557252,0.4592582894502088,-73.68556606008018,-77.49838353221938
吉塚本町,夫婦のみの世帯,102,204,12,13,False,1.5773195876288661,-1.0699279268267678,-352.5861966672773,-350.47786744134345
吉塚本町,夫婦と子供から成る世帯,126,433,12,13,False,1.9484536082474229,-1.6385203012364458,-352.7836550210684,-350.47786744134345
吉塚本町,その他の核家族世帯,31,73,12,13,False,0.47938144329896903,-0.3561444310865768,-352.970351315867,-350.47786744134345
吉塚本町,核家族以外の世帯,19,76,12,13,False,0.29381443298969073,-0.21207768433410187,-353.0118515794238,-350.47786744134345
吉塚本町,非親族を含む世帯,21,45,12,13,False,0.3247422680412371,-0.23017191739420464,-352.99901797743235,-350.47786744134345
吉塚本町,単独世帯,477,477,12,13,False,7.376288659793815,0.8911213741421935,-344.8261782941433,-350.47786744134345
吉塚１丁目,夫婦のみの世帯,180,360,6,10,False,0.638675340035482,-0.43322646078768484,-186.53049782670698,-185.65043732114145
吉塚１丁目,夫婦と子供から成る世帯,183,660,6,10,False,0.6493199290360734,-0.5460350101329757,-186.63266178705166,-185.65043732114145
吉塚１丁目,その他の核家族世帯,132,330,6,10,False,0.4683619160260201,-0.34795774942351576,-186.61554253935228,-185.65043732114145
吉塚１丁目,核家族以外の世帯,67,219,6,10,False,0.2377291543465405,-0.17159486700330887,-186.66981241861154,-185.65043732114145
吉塚１丁目,非親族を含む世帯,24,48,6,10,False,0.08515671200473093,-0.06035766085930652,-186.71114765480934,-185.65043732114145
吉塚１丁目,単独世帯,1105,1105,6,10,False,3.920756948551153,0.4736623633934791,-182.34152739401011,-185.65043732114145
吉塚２丁目,夫婦のみの世帯,142,284,0,0,True,0.0,-0.0,0.0,0.0
吉塚２丁目,夫婦と子供から成る世帯,200,745,0,0,True,0.0,-0.0,0.0,0.0
吉塚２丁目,その他の核家族世帯,79,185,0,0,True,0.0,-0.0,0.0,0.0
吉塚２丁目,核家族以外の世帯,52,169,0,0,True,0.0,-0.0,0.0,0.0
吉塚２丁目,非親族を含む世帯,15,35,0,0,True,0.0,-0.0,0.0,0.0
吉塚２丁目,単独世帯,723,723,0,0,True,0.0,0.0,0.0,0.0
吉塚３丁目,夫婦のみの世帯,119,238,8,10,False,0.9491525423728814,-0.6438294559125958,-284.606225451822,-283.0421308842142
吉塚３丁目,夫婦と子供から成る世帯,149,530,8,10,False,1.1884346959122631,-0.9993947855384258,-284.7225086279085,-283.0421308842142
吉塚３丁目,その他の核家族世帯,88,207,8,10,False,0.7018943170488534,-0.52145479497079,-284.73110901620424,-283.0421308842142
吉塚３丁目,核家族以外の世帯,38,128,8,10,False,0.30309072781655033,-0.2187733905526926,-284.82723120101844,-283.0421308842142
吉塚３丁目,非親族を含む世帯,11,27,8,10,False,0.08773678963110668,-0.062186376960449784,-284.88599812561165,-283.0421308842142
吉塚３丁目,単独世帯,598,598,8,10,False,4.7696909272183445,0.5762211498668725,-279.56563646119713,-283.0421308842142
吉塚４丁目,夫婦のみの世帯,207,414,9,9,True,0.0,-0.0,242.6468741848176,241.55959401762522
吉塚４丁目,夫婦と子供から成る世帯,353,1258,9,9,True,0.0,-0.0,242.6468741848176,241.55959401762522
吉塚４丁目,その他の核家族世帯,122,297,9,9,True,0.0,-0.0,242.6468741848176,241.55959401762522
吉塚４丁目,核家族以外の世帯,58,211,9,9,True,0.0,-0.0,242.6468741848176,241.55959401762522
吉塚４丁目,非親族を含む世帯,29,63,9,9,True,0.0,-0.0,242.6468741848176,241.55959401762522
吉塚４丁目,単独世帯,649,649,9,9,True,9.0,1.0872801671923618,252.73415435201002,241.55959401762522
吉塚５丁目,夫婦のみの世帯,122,244,55,55,True,0.0,-0.0,611.6939868028351,605.0494968922153
吉塚５丁目,夫婦と子供から成る世帯,209,777,55,55,True,0.0,-0.0,611.6939868028351,605.0494968922153
吉塚５丁目,その他の核家族世帯,72,181,55,55,True,0.0,-0.0,611.6939868028351,605.0494968922153
吉塚５丁目,核家族以外の世帯,47,165,55,55,True,0.0,-0.0,611.6939868028351,605.0494968922153
吉塚５丁目,非親族を含む世帯,10,25,55,55,True,0.0,-0.0,611.6939868028351,605.0494968922153
吉塚５丁目,単独世帯,496,496,55,55,True,55.0,6.644489910619989,673.3384767134557,605.0494968922153
吉塚６丁目,夫婦のみの世帯,195,390,39,48,False,4.682881773399015,-3.1764938612849907,-631.5287039436082,-624.7444162830236
吉塚６丁目,夫婦と子供から成る世帯,256,927,39,48,False,6.147783251231528,-5.169878113651815,-632.0571867181425,-624.7444162830236
吉塚６丁目,その他の核家族世帯,106,249,39,48,False,2.5455665024630543,-1.8911648468782132,-632.3806902001372,-624.7444162830236
吉塚６丁目,核家族以外の世帯,42,129,39,48,False,1.0086206896551724,-0.7280307439527289,-632.7545019100196,-624.7444162830236
吉塚６丁目,非親族を含む世帯,15,30,39,48,False,0.3602216748768473,-0.2553191307477939,-632.930189311593,-624.7444162830236
吉塚６丁目,単独世帯,1010,1010,39,48,False,24.254926108374384,2.9302111238168536,-605.8499546235312,-624.7444162830236
吉塚７丁目,夫婦のみの世帯,154,308,8,8,True,0.0,-0.0,223.08645586962882,222.11998460990233
吉塚７丁目,夫婦と子供から成る世帯,199,704,8,8,True,0.0,-0.0,223.08645586962882,222.11998460990233
吉塚７丁目,その他の核家族世帯,73,173,8,8,True,0.0,-0.0,223.08645586962882,222.11998460990233
吉塚７丁目,核家族以外の世帯,43,140,8,8,True,0.0,-0.0,223.08645586962882,222.11998460990233
吉塚７丁目,非親族を含む世帯,11,22,8,8,True,0.0,-0.0,223.08645586962882,222.11998460990233
吉塚７丁目,単独世帯,616,616,8,8,True,8.0,0.9664712597265438,232.05292712935534,222.11998460990233
吉塚８丁目,夫婦のみの世帯,30,60,0,0,True,0.0,-0.0,0.0,0.0
吉塚８丁目,夫婦と子供から成る世帯,47,170,0,0,True,0.0,-0.0,0.0,0.0
吉塚８丁目,その他の核家族世帯,22,56,0,0,True,0.0,-0.0,0.0,0.0
吉塚８丁目,核家族以外の世帯,11,34,0,0,True,0.0,-0.0,0.0,0.0
吉塚８丁目,非親族を含む世帯,11,22,0,0,True,0.0,-0.0,0.0,0.0
吉塚８丁目,単独世帯,159,159,0,0,True,0.0,0.0,0.0,0.0
堅粕１丁目,夫婦のみの世帯,81,162,0,0,True,0.0,-0.0,0.0,0.0
堅粕１丁目,夫婦と子供から成る世帯,79,285,0,0,True,0.0,-0.0,0.0,0.0
堅粕１丁目,その他の核家族世帯,63,153,0,0,True,0.0,-0.0,0.0,0.0
堅粕１丁目,核家族以外の世帯,17,55,0,0,True,0.0,-0.0,0.0,0.0
堅粕１丁目,非親族を含む世帯,1,2,0,0,True,0.0,-0.0,0.0,0.0
堅粕１丁目,単独世帯,403,403,0,0,True,0.0,0.0,0.0,0.0
堅粕２丁目,夫婦のみの世帯,73,146,2,4,False,0.23434991974317818,-0.15896431246362933,-62.66152769505582,-62.37635632933343
堅粕２丁目,夫婦と子供から成る世帯,73,269,2,4,False,0.23434991974317818,-0.1970727450050578,-62.699636127597245,-62.37635632933343
堅粕２丁目,その他の核家族世帯,46,106,2,4,False,0.1476725521669342,-0.10970962229298442,-62.69895037246141,-62.37635632933343
堅粕２丁目,核家族以外の世帯,17,52,2,4,False,0.05457463884430177,-0.03939242504766793,-62.72173108853873,-62.37635632933343
堅粕２丁目,非親族を含む世帯,6,12,2,4,False,0.019261637239165328,-0.013652328051509807,-62.731303993147705,-62.37635632933343
堅粕２丁目,単独世帯,408,408,2,4,False,1.3097913322632424,0.1582344598589205,-61.268887510213204,-62.37635632933343
堅粕３丁目,夫婦のみの世帯,77,154,0,0,True,0.0,-0.0,0.0,0.0
堅粕３丁目,夫婦と子供から成る世帯,75,260,0,0,True,0.0,-0.0,0.0,0.0
堅粕３丁目,その他の核家族世帯,54,126,0,0,True,0.0,-0.0,0.0,0.0
堅粕３丁目,核家族以外の世帯,42,117,0,0,True,0.0,-0.0,0.0,0.0
堅粕３丁目,非親族を含む世帯,14,30,0,0,True,0.0,-0.0,0.0,0.0
堅粕３丁目,単独世帯,655,655,0,0,True,0.0,0.0,0.0,0.0
堅粕４丁目,夫婦のみの世帯,70,140,31,34,False,1.9817351598173514,-1.3442512270138558,-333.2566565512639,-331.5069844526174
堅粕４丁目,夫婦と子供から成る世帯,83,273,31,34,False,2.3497716894977168,-1.9760022000091482,-333.52037099457885,-331.5069844526174
堅粕４丁目,その他の核家族世帯,45,103,31,34,False,1.273972602739726,-0.9464660223396699,-333.56663390366737,-331.5069844526174
堅粕４丁目,核家族以外の世帯,38,139,31,34,False,1.075799086757991,-0.7765206658053507,-333.59486206311476,-331.5069844526174
堅粕４丁目,非親族を含む世帯,12,25,31,34,False,0.33972602739726027,-0.2407921567660355,-333.79520661343616,-331.5069844526174
堅粕４丁目,単独世帯,847,847,31,34,False,23.978995433789954,2.8968762404840023,-307.0182688097935,-331.5069844526174
堅粕５丁目,夫婦のみの世帯,24,48,5,5,True,0.0,-0.0,0.6040445373290897,0.0
堅粕５丁目,夫婦と子供から成る世帯,15,52,5,5,True,0.0,-0.0,0.6040445373290897,0.0
堅粕５丁目,その他の核家族世帯,7,14,5,5,True,0.0,-0.0,0.6040445373290897,0.0
堅粕５丁目,核家族以外の世帯,8,23,5,5,True,0.0,-0.0,0.6040445373290897,0.0
堅粕５丁目,非親族を含む世帯,9,18,5,5,True,0.0,-0.0,0.6040445373290897,0.0
堅粕５丁目,単独世帯,377,377,5,5,True,5.0,0.6040445373290899,6.208089074658179,0.0
大井１丁目,夫婦のみの世帯,2,4,0,0,True,0.0,-0.0,0.0,0.0
大井１丁目,夫婦と子供から成る世帯,1,3,0,0,True,0.0,-0.0,0.0,0.0
大井１丁目,その他の核家族世帯,2,4,0,0,True,0.0,-0.0,0.0,0.0
大井１丁目,核家族以外の世帯,1,6,0,0,True,0.0,-0.0,0.0,0.0
大井１丁目,非親族を含む世帯,1,2,0,0,True,0.0,-0.0,0.0,0.0
大井１丁目,単独世帯,4,4,0,0,True,0.0,0.0,0.0,0.0
大井２丁目,夫婦のみの世帯,21,42,11,11,True,0.0,-0.0,279.07298319535363,277.74408521322965
大井２丁目,夫婦と子供から成る世帯,31,114,11,11,True,0.0,-0.0,279.07298319535363,277.74408521322965
大井２丁目,その他の核家族世帯,15,39,11,11,True,0.0,-0.0,279.07298319535363,277.74408521322965
大井２丁目,核家族以外の世帯,4,16,11,11,True,0.0,-0.0,279.07298319535363,277.74408521322965
大井２丁目,非親族を含む世帯,5,10,11,11,True,0.0,-0.0,279.07298319535363,277.74408521322965
大井２丁目,単独世帯,85,85,11,11,True,11.0,1.328897982123998,291.40188117747743,277.74408521322965
大博町,夫婦のみの世帯,70,140,41,42,False,2.9557157569515966,-2.0049220569677773,-497.12734916966804,-493.4373503847053
大博町,夫婦と子供から成る世帯,86,311,41,42,False,3.631307929969104,-3.0536892118499535,-497.5005241515328,-493.4373503847053
大博町,その他の核家族世帯,54,133,41,42,False,2.2801235839340883,-1.6939606819549973,-497.4919799676728,-493.4373503847053
大博町,核家族以外の世帯,34,111,41,42,False,1.435633367662204,-1.0362520216195488,-497.67876152360924,-493.4373503847053
大博町,非親族を含む世帯,16,38,41,42,False,0.6755921730175077,-0.4788484935389152,-497.88139919017334,-493.4373503847053
大博町,単独世帯,711,711,41,42,False,30.021627188465498,3.6268799809846137,-464.42963570020186,-493.4373503847053
大字下月隈,夫婦のみの世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下月隈,夫婦と子供から成る世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下月隈,その他の核家族世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下月隈,核家族以外の世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下月隈,非親族を含む世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下月隈,単独世帯,0,0,0,0,True,0.0,0.0,0.0,0.0
大字下臼井,夫婦のみの世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下臼井,夫婦と子供から成る世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下臼井,その他の核家族世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下臼井,核家族以外の世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下臼井,非親族を含む世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字下臼井,単独世帯,0,0,0,0,True,0.0,0.0,0.0,0.0
大字板付,夫婦のみの世帯,10,20,0,0,True,0.0,-0.0,0.0,0.0
大字板付,夫婦と子供から成る世帯,16,55,0,0,True,0.0,-0.0,0.0,0.0
大字板付,その他の核家族世帯,6,16,0,0,True,0.0,-0.0,0.0,0.0
大字板付,核家族以外の世帯,4,17,0,0,True,0.0,-0.0,0.0,0.0
大字板付,非親族を含む世帯,0,0,0,0,True,0.0,-0.0,0.0,0.0
大字板付,単独世帯,9,9,0,0,True,0.0,0.0,0.0,0.0
大字立花寺,夫婦のみの世帯,9,18,0,0,True,0.0,-0.0,0.0,0.0
大字立花寺,夫婦と子供から成る世帯,29,114,0,0,True,0.0,-0.0,0.0,0.0
